
Step 500, Avg Loss: 0.6398799949586391
Step 36000, Avg Loss: 0.35553171125234806
Step 36500, Avg Loss: 0.2844707812065026
Step 37000, Avg Loss: 0.3290541406899429
Step 37500, Avg Loss: 0.32425448124451306
Step 38000, Avg Loss: 0.2901713468314847
Step 38500, Avg Loss: 0.29857524334240587
Step 39000, Avg Loss: 0.38110764876333997
Step 39500, Avg Loss: 0.3481292348631105
Step 40000, Avg Loss: 0.4078337847825023
-----Step 40000, F1 Score: 0.8603777416734363-----
Step 40500, Avg Loss: 0.3769736297191266
Step 41000, Avg Loss: 0.2868450896542345
Step 41500, Avg Loss: 0.32679669086365176
Step 42000, Avg Loss: 0.32689150465268174
Step 42500, Avg Loss: 0.3123858721190263
Step 43000, Avg Loss: 0.33738839496433504
Step 43500, Avg Loss: 0.3738228622948518
Step 44000, Avg Loss: 0.2800292267145523
Step 44500, Avg Loss: 0.34103124246548394
Step 45000, Avg Loss: 0.3281333074407157
-----Step 45000, F1 Score: 0.8654170385797878-----
Step 45500, Avg Loss: 0.34927475053903256
Step 46000, Avg Loss: 0.30476890053079114
Step 46500, Avg Loss: 0.33599873973963623
Step 47000, Avg Loss: 0.35071429889892536
Step 47500, Avg Loss: 0.3056565813381676
Step 48000, Avg Loss: 0.3317753304491371
Step 48500, Avg Loss: 0.32803134657547345
Step 49000, Avg Loss: 0.3281482402682741
Step 49500, Avg Loss: 0.2788462814691811
Step 50000, Avg Loss: 0.3644639890965336
-----Step 50000, F1 Score: 0.8656134386561344-----
Step 50500, Avg Loss: 0.2880108588434232
Step 51000, Avg Loss: 0.3378103805422943
Step 51500, Avg Loss: 0.35165484225835825
Step 52000, Avg Loss: 0.33563532284644315
Step 52500, Avg Loss: 0.3052217485057772
Step 53000, Avg Loss: 0.32820688620078725
Step 53500, Avg Loss: 0.35261981722270136
Step 54000, Avg Loss: 0.3036071552791982
Step 54500, Avg Loss: 0.3320936618450796
Step 55000, Avg Loss: 0.30679030513594624
-----Step 55000, F1 Score: 0.8620991403716477-----
Step 55500, Avg Loss: 0.34094922034049524
Step 56000, Avg Loss: 0.3182358188766375
Step 56500, Avg Loss: 0.30317594413144977
Step 57000, Avg Loss: 0.29053383913861763
Step 57500, Avg Loss: 0.3283223757601227
Step 58000, Avg Loss: 0.3212661601321015
Step 58500, Avg Loss: 0.2501967674211919
Step 59000, Avg Loss: 0.2877815758874167
Step 59500, Avg Loss: 0.31753082227790946
Step 60000, Avg Loss: 0.28202149238567653
-----Step 60000, F1 Score: 0.868772419290554-----
Step 60500, Avg Loss: 0.3169334812479501
Step 61000, Avg Loss: 0.29809241464946534
Step 61500, Avg Loss: 0.319491997010773
Step 62000, Avg Loss: 0.31167334379070233
Step 62500, Avg Loss: 0.30216658462355556
Step 63000, Avg Loss: 0.29505616045780697
Step 63500, Avg Loss: 0.25405875404360995
Step 64000, Avg Loss: 0.35194074359918615
Step 64500, Avg Loss: 0.3495202739072265
Step 65000, Avg Loss: 0.33594124553976146
-----Step 65000, F1 Score: 0.8708176162249547-----
Step 65500, Avg Loss: 0.33417477368861725
Step 66000, Avg Loss: 0.3290468537012421
Step 66500, Avg Loss: 0.3113275332035264
Step 67000, Avg Loss: 0.2929884537640901
Step 67500, Avg Loss: 0.3121466906793794
Step 68000, Avg Loss: 0.3174445465398967
Step 68500, Avg Loss: 0.27609186780603523
Step 69000, Avg Loss: 0.3294642775290122
Step 69500, Avg Loss: 0.3598243540717231
Step 70000, Avg Loss: 0.2938587677914693
-----Step 70000, F1 Score: 0.8709564870657429-----
Step 70500, Avg Loss: 0.3166940001010589
Step 71000, Avg Loss: 0.30340579609004636
Step 71500, Avg Loss: 0.31343826740903025
Step 72000, Avg Loss: 0.28314637726385355
Step 72500, Avg Loss: 0.325897791035728
Step 73000, Avg Loss: 0.3581662114530336
Step 73500, Avg Loss: 0.30925566623378836
Step 74000, Avg Loss: 0.3270676296290767
Step 74500, Avg Loss: 0.32424452582084634
Step 75000, Avg Loss: 0.31316314669846906
-----Step 75000, F1 Score: 0.8706266918637315-----
Step 75500, Avg Loss: 0.2915090292820896
Step 76000, Avg Loss: 0.3359447562864225
Step 76500, Avg Loss: 0.3073791591967747
Step 77000, Avg Loss: 0.28532432218600295
Step 77500, Avg Loss: 0.272971231312149
Step 78000, Avg Loss: 0.35457727161126606
Step 78500, Avg Loss: 0.3367352597181016
Step 79000, Avg Loss: 0.3309444793512739
Step 79500, Avg Loss: 0.29436866074954743
Step 80000, Avg Loss: 0.31446659873468163
-----Step 80000, F1 Score: 0.870078940667176-----
Step 80500, Avg Loss: 0.3586970925003989
Step 81000, Avg Loss: 0.25962390278401287
Step 81500, Avg Loss: 0.2766937883160312
Step 82000, Avg Loss: 0.32592313618052865
Step 82500, Avg Loss: 0.30370306715036716
Step 83000, Avg Loss: 0.29823079133774444
Step 83500, Avg Loss: 0.30471530981225076
Step 84000, Avg Loss: 0.2783832951131335
Step 84500, Avg Loss: 0.31421715028450853
Step 85000, Avg Loss: 0.33819457745744147
-----Step 85000, F1 Score: 0.8701345199734029-----
Step 85500, Avg Loss: 0.2838282752515515
Step 86000, Avg Loss: 0.35246084542461903
Step 86500, Avg Loss: 0.3022793264426291
Step 87000, Avg Loss: 0.30106207072071267
Step 87500, Avg Loss: 0.3158642641990882
Step 88000, Avg Loss: 0.33832552702137036
Step 88500, Avg Loss: 0.3661156364790368
Step 89000, Avg Loss: 0.35162439871790413
Step 89500, Avg Loss: 0.3145454790702061
Step 90000, Avg Loss: 0.27803733848521367
-----Step 90000, F1 Score: 0.8723817308674773-----
Step 90500, Avg Loss: 0.3497810348816565
Step 91000, Avg Loss: 0.32998872298323156
Step 91500, Avg Loss: 0.29510796350613966
Step 92000, Avg Loss: 0.28467957333402594
Step 92500, Avg Loss: 0.35837088794946614
Step 93000, Avg Loss: 0.3392742741574184
Step 93500, Avg Loss: 0.335941620106023
Step 94000, Avg Loss: 0.3556383818501199
Step 94500, Avg Loss: 0.29433172663785806
Step 95000, Avg Loss: 0.30863804190565136
-----Step 95000, F1 Score: 0.8727849013110502-----
Step 95500, Avg Loss: 0.2957616770514287
Step 96000, Avg Loss: 0.30143993889192644
Step 96500, Avg Loss: 0.32491832032758977
Step 97000, Avg Loss: 0.2944558541279839
Step 97500, Avg Loss: 0.30639863500828507
Step 98000, Avg Loss: 0.2913246068437429
Step 98500, Avg Loss: 0.3200523657040612
Step 99000, Avg Loss: 0.27977440241715523
Step 99500, Avg Loss: 0.28234788689471313
Step 100000, Avg Loss: 0.3214909521615773
-----Step 100000, F1 Score: 0.8750123408036331-----
Step 100500, Avg Loss: 0.30156473620006
Step 101000, Avg Loss: 0.3064267214575921
Step 101500, Avg Loss: 0.3074276027051455
Step 102000, Avg Loss: 0.30397404292086866
Step 102500, Avg Loss: 0.29898106313717654
Step 103000, Avg Loss: 0.30209424076187497
Step 103500, Avg Loss: 0.2777149504095182
Step 104000, Avg Loss: 0.3347662046521473
Step 104500, Avg Loss: 0.357731079000514
Step 105000, Avg Loss: 0.30249514357342744
-----Step 105000, F1 Score: 0.8685160358873879-----
Step 105500, Avg Loss: 0.3101465984868919
Step 106000, Avg Loss: 0.32263059302529107
Step 106500, Avg Loss: 0.3277803760773968
Step 107000, Avg Loss: 0.30549007613222057
Step 107500, Avg Loss: 0.2920827450231518
Step 108000, Avg Loss: 0.30797944848849146
Step 108500, Avg Loss: 0.2680744501676445
Step 109000, Avg Loss: 0.2918689211748315
Step 109500, Avg Loss: 0.326388379801203
Step 110000, Avg Loss: 0.3379781605153621
-----Step 110000, F1 Score: 0.8752554247348447-----
Step 110500, Avg Loss: 0.33902703838607706
Step 111000, Avg Loss: 0.2789883126711575
Step 111500, Avg Loss: 0.3058896457222749
Step 112000, Avg Loss: 0.3374064234205034
Step 112500, Avg Loss: 0.352418880357116
Step 113000, Avg Loss: 0.2995771051984411
Step 113500, Avg Loss: 0.2978768919077811
Step 114000, Avg Loss: 0.3512578997320379
Step 114500, Avg Loss: 0.3673963020830997
Step 115000, Avg Loss: 0.3280535603957251
-----Step 115000, F1 Score: 0.8751313748060657-----
Step 115500, Avg Loss: 0.2985431020656688
Step 116000, Avg Loss: 0.310423530847911
Step 116500, Avg Loss: 0.2690714241063688
Step 117000, Avg Loss: 0.31253619422594786
Step 117500, Avg Loss: 0.33711274797795343
Step 118000, Avg Loss: 0.2854959189798101
Step 118500, Avg Loss: 0.3261950948684971
Step 119000, Avg Loss: 0.3352734633922373
Step 119500, Avg Loss: 0.29883273650334014
Step 120000, Avg Loss: 0.3249255489282623
-----Step 120000, F1 Score: 0.8780101864214014-----
Step 120500, Avg Loss: 0.2941590790761893
Step 121000, Avg Loss: 0.2873640531149285
Step 121500, Avg Loss: 0.31917101940204157
Step 122000, Avg Loss: 0.31231620580516756
Step 122500, Avg Loss: 0.3408794494262984
Step 123000, Avg Loss: 0.299055742774799
Step 123500, Avg Loss: 0.3152348843737127
Step 124000, Avg Loss: 0.32385246107192145
Step 124500, Avg Loss: 0.3004298381912231
Step 125000, Avg Loss: 0.3104155371335364
-----Step 125000, F1 Score: 0.8742550655542313-----
Step 125500, Avg Loss: 0.33576989694390796
Step 126000, Avg Loss: 0.2968920582556457
Step 126500, Avg Loss: 0.34108214259450326
Step 127000, Avg Loss: 0.2737447001560795
Step 127500, Avg Loss: 0.3043402852954896
Step 128000, Avg Loss: 0.31206969030132314
Step 128500, Avg Loss: 0.3495312389449682
Step 129000, Avg Loss: 0.297477731257175
Step 129500, Avg Loss: 0.2954432022982328
Step 130000, Avg Loss: 0.2872273199645278
-----Step 130000, F1 Score: 0.8717974786498577-----
Step 130500, Avg Loss: 0.3095308187890332
Step 131000, Avg Loss: 0.30675070290458095
Step 131500, Avg Loss: 0.3918388011890929
Step 132000, Avg Loss: 0.3006817745064909
Step 132500, Avg Loss: 0.30777626992747537
Step 133000, Avg Loss: 0.3155349361374392
Step 133500, Avg Loss: 0.3222380392014675
Step 134000, Avg Loss: 0.28806613164465444
Step 134500, Avg Loss: 0.32278362264997124
Step 135000, Avg Loss: 0.28274031837871005
-----Step 135000, F1 Score: 0.8776770594680745-----
Step 135500, Avg Loss: 0.30105120350924697
Step 136000, Avg Loss: 0.3068370362381902
Step 136500, Avg Loss: 0.27226329006112066
Step 137000, Avg Loss: 0.3238543081612443
Step 137500, Avg Loss: 0.3260317944633116
Step 138000, Avg Loss: 0.32206807063301673
Step 138500, Avg Loss: 0.29755560242446516
Step 139000, Avg Loss: 0.30568526089785153
Step 139500, Avg Loss: 0.26992352392764224
Step 140000, Avg Loss: 0.273449116408985
-----Step 140000, F1 Score: 0.873269435569755-----
Step 140500, Avg Loss: 0.34235563252372353
Step 141000, Avg Loss: 0.3056203821824165
Step 141500, Avg Loss: 0.3111690070348995
Step 142000, Avg Loss: 0.30447788427089106
Step 142500, Avg Loss: 0.2861357395874948
Step 143000, Avg Loss: 0.31176942177330785
Step 143500, Avg Loss: 0.3057346418725065
Step 144000, Avg Loss: 0.323668350434833
Step 144500, Avg Loss: 0.29308439569577605
Step 145000, Avg Loss: 0.3044425482543684
-----Step 145000, F1 Score: 0.8742436466317063-----
Step 145500, Avg Loss: 0.2953194854122703
Step 146000, Avg Loss: 0.27715148215557567
Step 146500, Avg Loss: 0.28726219989817675
Step 147000, Avg Loss: 0.2572047833306133
Step 147500, Avg Loss: 0.30005579986689007
Step 148000, Avg Loss: 0.3415184996190728
Step 148500, Avg Loss: 0.27281962052901143
Step 149000, Avg Loss: 0.2778632617760595
Step 149500, Avg Loss: 0.2830449640583465
Step 150000, Avg Loss: 0.3178164024203334
-----Step 150000, F1 Score: 0.8631789684421264-----
Step 150500, Avg Loss: 0.34081585737484055
Step 151000, Avg Loss: 0.32309018722009203
Step 151500, Avg Loss: 0.31901726213011716
Step 152000, Avg Loss: 0.24328124919495714
Step 152500, Avg Loss: 0.2612380443890063
Step 153000, Avg Loss: 0.3251682874960311
Step 153500, Avg Loss: 0.2822499999710926
Step 154000, Avg Loss: 0.37275011426365745
Step 154500, Avg Loss: 0.3421197268242249
Step 155000, Avg Loss: 0.34291781687912587
-----Step 155000, F1 Score: 0.8736027515047291-----
Step 155500, Avg Loss: 0.28242088248161235
Step 156000, Avg Loss: 0.31439691796641
Step 156500, Avg Loss: 0.3329516109142014
Step 157000, Avg Loss: 0.3654607304263118
Step 157500, Avg Loss: 0.32120755271646523
Step 158000, Avg Loss: 0.3053646284047281
Step 158500, Avg Loss: 0.31352081201132387
Step 159000, Avg Loss: 0.34611204216151964
Step 159500, Avg Loss: 0.3199780764783427
Step 160000, Avg Loss: 0.33497016542267377
-----Step 160000, F1 Score: 0.8738789524932097-----
   inst_id                                               text  predicted_label
0        0  Really sad review as I absolutely loved the fi...              0.0
1        1  Excellent content, perfect for Christians who ...              1.0
2        2  This is an okay book if you need advice on bud...              1.0
3        3  This is one book you can't put down! This book...              1.0
4        4  There were to many names that I had no idenity...              0.0
   inst_id                                               text  predicted_label
0        0  Really sad review as I absolutely loved the fi...              0.0
1        1  Excellent content, perfect for Christians who ...              1.0
2        2  This is an okay book if you need advice on bud...              1.0
3        3  This is one book you can't put down! This book...              1.0
4        4  There were to many names that I had no idenity...              0.0
<xml><var name="_dummy_ipython_val"  />
<var name="_dummy_special_var"  />
<var name="RegexpTokenizer" type="ABCMeta" qualifier="abc" value="%3Cclass %27nltk.tokenize.regexp.RegexpTokenizer%27&gt;" isContainer="True" />
<var name="avg_loss" type="float" qualifier="builtins" value="0.33497016542267377" />
<var name="batch_size" type="int" qualifier="builtins" value="1" />
<var name="best_f1" type="float64" qualifier="numpy" value="0.8781062763972105" shape="()" />
<var name="dev_data_path" type="str" qualifier="builtins" value="sentiment.dev.csv" />
<var name="dev_dataset" type="TextDataset" qualifier="__main__" value="%3C__main__.TextDataset object at 0x000002CA282FF170&gt;" isContainer="True" shape="20000" />
<var name="dev_f1" type="float64" qualifier="numpy" value="0.8738789524932097" shape="()" />
<var name="dev_list" type="list" qualifier="builtins" value="%5B%28%5B  96   96  193    4 7304   62   71   27  234   64  329   11   96    1%2C  624  314 6781 1786 1875 1010  177   96  104    4  105  106 4018   11%2C  264   11    1 1671  984   13 6282%5D%2C array%280%29%29%2C %28%5B   96   288     7  1149    71     3  1047   223   281    83 14947  2074%2C   268   602   140     7  1270    24  9580  1457    96 17242    98   945%2C 11251  2221   722   396     7    70    96     7 14947   776  2074   268%2C     7  3477    58    77  6282%5D%2C array%280%29%29%2C %28%5B  96    1   18 1793   27    0   21   96   15   88 4902   61    0   36%2C   61   96   13  104  190 4429   98   40   83 1689   61   96 1579   96%2C   96  549  200   81 1878    7   21  307   96 1034   96  767  200  172%2C   11  666 2244   96   96 1572   47   33 3146   15 3335  268    7  117%2C   24   33 4905%5D%2C array%281%29%29%2C %28%5B  96  193    4   18 1275   13  737 3737  856   96 3471 4775   77  128%2C 1223  878   96  128 3399  200  714 1730%5D%2C array%280%29%29%2C %28%5B  96  124  310  288    0   21   96    1  310   64   33 4185    6   96%2C  406  407 1673  151   62   11 ..." isContainer="True" shape="20000" />
<var name="dev_loader" type="DataLoader" qualifier="torch.utils.data.dataloader" value="%3Ctorch.utils.data.dataloader.DataLoader object at 0x000002CA125FDEE0&gt;" isContainer="True" shape="20000" />
<var name="device" type="device" qualifier="torch" value="device%28type=%27cpu%27%29" isContainer="True" />
<var name="embedding_size" type="int" qualifier="builtins" value="50" />
<var name="embeddings_file_path" type="str" qualifier="builtins" value="./models/min10_model_embeddings_state_dict.pt" />
<var name="epoch" type="int" qualifier="builtins" value="0" />
<var name="epochs" type="int" qualifier="builtins" value="1" />
<var name="f" type="BufferedReader" qualifier="_io" value="%3C_io.BufferedReader name=%27./models/min10_model_index_to_word.pkl%27&gt;" isContainer="True" />
<var name="f1_scores" type="list" qualifier="builtins" value="%5B0.6256043197086708%2C 0.7902992974689635%2C 0.7754393577782599%2C 0.7998336279505043%2C 0.8195103613551995%2C 0.8261627906976744%2C 0.8264300769570119%2C 0.8158810996206413%2C 0.8296854616611103%2C 0.8304321728691476%2C 0.832170221072666%2C 0.833349277719315%2C 0.8336995605273672%2C 0.8300847025206654%2C 0.831529822042156%2C 0.8357883251500273%2C 0.8405782799625006%2C 0.8403508771929824%2C 0.8397517974982763%2C 0.8396351984224797%2C 0.8374477403941868%2C 0.8367756166031682%2C 0.8387488612207713%2C 0.8418295385855329%2C 0.8437608190316039%2C 0.8407101775443862%2C 0.8438125946553324%2C 0.8396838265099311%2C 0.8448123836582737%2C 0.8457964933313352%2C 0.8463921190270655%2C 0.8401041666666667%2C 0.850626031253033%2C 0.8497308829947147%2C 0.8442273077912059%2C 0.8462493173807278%2C 0.8288755892166728%2C 0.8399646330680813%2C 0.8516541090763934%2C 0.8450339360654888%2C 0.8415502240970208%2C 0.8504743261556994%2C 0.848475547370575%2C 0.850804828973843%2C 0.8547368421052631%2C 0.8561193443910099%2C 0.8561218919053055%2C 0.8445511983708422%2C 0.8564899905618201%2C 0.8546082286371919%2C 0.853..." isContainer="True" shape="320" />
<var name="index_to_word" type="dict" qualifier="builtins" value="%7B0%3A %27this%27%2C 1%3A %27was%27%2C 2%3A %27bought%27%2C 3%3A %27as%27%2C 4%3A %27a%27%2C 5%3A %27gift%27%2C 6%3A %27but%27%2C 7%3A %27the%27%2C 8%3A %27person%27%2C 9%3A %27who%27%2C 10%3A %27got%27%2C 11%3A %27it%27%2C 12%3A %27loved%27%2C 13%3A %27and%27%2C 14%3A %27they%27%2C 15%3A %27will%27%2C 16%3A %27use%27%2C 17%3A %27soon%27%2C 18%3A %27very%27%2C 19%3A %27well%27%2C 20%3A %27written%27%2C 21%3A %27book%27%2C 22%3A %27on%27%2C 23%3A %27period%27%2C 24%3A %27of%27%2C 25%3A %27world%27%2C 26%3A %27history%27%2C 27%3A %27with%27%2C 28%3A %27which%27%2C 29%3A %27i%27%2C 30%3A %27am%27%2C 31%3A %27familiar%27%2C 32%3A %27despite%27%2C 33%3A %27my%27%2C 34%3A %27familiarity%27%2C 35%3A %27subject%27%2C 36%3A %27area%27%2C 37%3A %27learned%27%2C 38%3A %27lot%27%2C 39%3A %27new%27%2C 40%3A %27information%27%2C 41%3A %27also%27%2C 42%3A %27one%27%2C 43%3A %27best%27%2C 44%3A %27concise%27%2C 45%3A %27descriptions%27%2C 46%3A %27wwii%27%2C 47%3A %27that%27%2C 48%3A %27have%27%2C 49%3A %27ever%27%2C 50%3A %27read%27%2C 51%3A %27thought%27%2C 52%3A %27provoking%27%2C 53%3A %27hot%27%2C 54%3A %27cross%27%2C 55%3A %27buns%27%2C 56%3A %27contains%27%2C 57%3A %27cast%27%2C 58%3A %27characters%27%2C 59%3A %27you%27%2C 60%3A %27fall%27%2C 61%3A %27in%27%2C 62%3A %27love%27%2C 63%3A %27want%27%2C 64%3A %27to%27%2C 65%3A %27hang%27%2C 66%3A %27out%27%2C 67%3A %27has%27%2C 68%3A %27few%27%2C 69%3A %27different%27%2C 70%3A %27plot%27%2C 71%3A %27story%27%2C 72%3A %27lines%27%2C 73%3A %27intersect%27%2C 74%3A %27unexpected%27%2C 75%3A %27ways%27%2C 76%3A %27stories%27%2C 77%3A %27are%27%2C 78%3A %27full%27%2C 79%3A %27h..." isContainer="True" shape="28034" />
<var name="index_to_word_file" type="str" qualifier="builtins" value="./models/min10_model_index_to_word.pkl" />
<var name="labels" type="Tensor" qualifier="torch" value="tensor%28%5B0.%5D%29" isContainer="True" shape="(1,)" />
<var name="learning_rate" type="float" qualifier="builtins" value="0.001" />
<var name="loss" type="Tensor" qualifier="torch" value="tensor%280.9750%2C grad_fn=%3CBinaryCrossEntropyBackward0&gt;%29" isContainer="True" shape="()" />
<var name="loss_function" type="BCELoss" qualifier="torch.nn.modules.loss" value="BCELoss%28%29" isContainer="True" />
<var name="losses" type="list" qualifier="builtins" value="%5B0.6398799949586391%2C 0.5176975408345461%2C 0.4726511360257864%2C 0.44158731777593496%2C 0.4516900983848609%2C 0.3986497417241335%2C 0.40009165714960543%2C 0.40728727345447985%2C 0.3751038765311241%2C 0.38860699724243025%2C 0.399813262980897%2C 0.40013926694495605%2C 0.389708191545913%2C 0.3988343469860265%2C 0.35308732978772606%2C 0.3555634581694612%2C 0.4042235863881069%2C 0.35135729904979235%2C 0.3835724462940125%2C 0.3559267232029815%2C 0.31242917909611423%2C 0.413881753799491%2C 0.4022254970408976%2C 0.31157438140758315%2C 0.39174764796957606%2C 0.37278592549823225%2C 0.32696678638085724%2C 0.40536749275703915%2C 0.37940842872689245%2C 0.36059068115398984%2C 0.37999280428729254%2C 0.35964911945041966%2C 0.3931974957106868%2C 0.39056094645845585%2C 0.3482581593127688%2C 0.33523955751000906%2C 0.33214577526890204%2C 0.36455501896241915%2C 0.4033130950613995%2C 0.3318971983733354%2C 0.3157045391170104%2C 0.3876454277921366%2C 0.35069436380262775%2C 0.3256371215227991%2C 0.3927891803846578%2C 0.3044576074158249%2C 0.3767855056807457%2C 0.3591264943165515%2C 0.35123529356578365%2C..." isContainer="True" shape="320" />
<var name="max_steps" type="int" qualifier="builtins" value="1000000000" />
<var name="model" type="DocumentAttentionClassifier" qualifier="__main__" value="DocumentAttentionClassifier%28%0A  %28embeddings%29%3A Embedding%2828034%2C 50%29%0A  %28linear%29%3A Linear%28in_features=200%2C out_features=1%2C bias=True%29%0A%29" isContainer="True" />
<var name="num_heads" type="int" qualifier="builtins" value="4" />
<var name="optimizer" type="AdamW" qualifier="torch.optim.adamw" value="AdamW %28%0AParameter Group 0%0A    amsgrad%3A False%0A    betas%3A %280.9%2C 0.999%29%0A    capturable%3A False%0A    differentiable%3A False%0A    eps%3A 1e-08%0A    foreach%3A None%0A    fused%3A None%0A    lr%3A 0.001%0A    maximize%3A False%0A    weight_decay%3A 0.01%0A%29" isContainer="True" />
<var name="patience" type="int" qualifier="builtins" value="100000" />
<var name="prediction" type="float" qualifier="builtins" value="1.0" />
