
Step 500, Avg Loss: 0.6932771068811416
Step 48500, Avg Loss: 0.4715898482240736
Step 49000, Avg Loss: 0.4887208587564528
Step 49500, Avg Loss: 0.43993073464930055
Step 50000, Avg Loss: 0.5094169122576714
-----Step 50000, F1 Score: 0.7922018581509874-----
Step 50500, Avg Loss: 0.5094781907796859
Step 51000, Avg Loss: 0.46426718439906833
Step 51500, Avg Loss: 0.47338313971832396
Step 52000, Avg Loss: 0.509759006164968
Step 52500, Avg Loss: 0.4620484197586775
Step 53000, Avg Loss: 0.47629241417348384
Step 53500, Avg Loss: 0.44465475499629975
Step 54000, Avg Loss: 0.47093896952643993
Step 54500, Avg Loss: 0.49969238168001173
Step 55000, Avg Loss: 0.4864442771822214
-----Step 55000, F1 Score: 0.795055699679536-----
Step 55500, Avg Loss: 0.4694160533547401
Step 56000, Avg Loss: 0.4872159872800112
Step 56500, Avg Loss: 0.43686529083922504
Step 57000, Avg Loss: 0.48430133153684435
Step 57500, Avg Loss: 0.46216280916705726
Step 58000, Avg Loss: 0.5105422597527504
Step 58500, Avg Loss: 0.4717281325571239
Step 59000, Avg Loss: 0.5016032669786363
Step 59500, Avg Loss: 0.48228317506238816
Step 60000, Avg Loss: 0.45720222175866365
-----Step 60000, F1 Score: 0.7997582594681708-----
Step 60500, Avg Loss: 0.4581880694050342
Step 61000, Avg Loss: 0.47402738089114427
Step 61500, Avg Loss: 0.48293316321447494
Step 62000, Avg Loss: 0.4504560286998749
Step 62500, Avg Loss: 0.47344107741117475
Step 63000, Avg Loss: 0.46489350944012403
Step 63500, Avg Loss: 0.4549830483496189
Step 64000, Avg Loss: 0.4729874190464616
Step 64500, Avg Loss: 0.4989230279587209
Step 65000, Avg Loss: 0.45638021287322045
-----Step 65000, F1 Score: 0.800405576679341-----
Step 65500, Avg Loss: 0.44217285107821225
Step 66000, Avg Loss: 0.4522102017477155
Step 66500, Avg Loss: 0.4346413803771138
Step 67000, Avg Loss: 0.48095872819796204
Step 67500, Avg Loss: 0.4596378163285553
Step 68000, Avg Loss: 0.4432241262067109
Step 68500, Avg Loss: 0.4583483702503145
Step 69000, Avg Loss: 0.47213627395778895
Step 69500, Avg Loss: 0.4598813124932349
Step 70000, Avg Loss: 0.41501634002104404
-----Step 70000, F1 Score: 0.8057042782086565-----
Step 70500, Avg Loss: 0.43724862231500444
Step 71000, Avg Loss: 0.44312119951844214
Step 71500, Avg Loss: 0.4563393028154969
Step 72000, Avg Loss: 0.4261384725868702
Step 72500, Avg Loss: 0.4510371989607811
Step 73000, Avg Loss: 0.4376420126855373
Step 73500, Avg Loss: 0.4424365573078394
Step 74000, Avg Loss: 0.4697860084362328
Step 74500, Avg Loss: 0.4496498771999031
Step 75000, Avg Loss: 0.45805881247576324
-----Step 75000, F1 Score: 0.8046898792000812-----
Step 75500, Avg Loss: 0.4577269903086126
Step 76000, Avg Loss: 0.42595361145585775
Step 76500, Avg Loss: 0.44582256876677273
Step 77000, Avg Loss: 0.4633003411851823
Step 77500, Avg Loss: 0.4402422754969448
Step 78000, Avg Loss: 0.43961714159324766
Step 78500, Avg Loss: 0.4375723685156554
Step 79000, Avg Loss: 0.4350727957878262
Step 79500, Avg Loss: 0.43682792112231256
Step 80000, Avg Loss: 0.4342954477779567
-----Step 80000, F1 Score: 0.8065071964321914-----
Step 80500, Avg Loss: 0.4096438429816626
Step 81000, Avg Loss: 0.4449772636797279
Step 81500, Avg Loss: 0.4586837312281132
Step 82000, Avg Loss: 0.46062319119274614
Step 82500, Avg Loss: 0.43282913844659926
Step 83000, Avg Loss: 0.44663511746004225
Step 83500, Avg Loss: 0.4289666902627796
Step 84000, Avg Loss: 0.45943186068721115
Step 84500, Avg Loss: 0.43434791811183093
Step 85000, Avg Loss: 0.41870123173343016
-----Step 85000, F1 Score: 0.8099613395591706-----
Step 85500, Avg Loss: 0.44992247320339085
Step 86000, Avg Loss: 0.45128883174993095
Step 86500, Avg Loss: 0.4002581320051104
Step 87000, Avg Loss: 0.4492806245945394
Step 87500, Avg Loss: 0.4076959283351898
Step 88000, Avg Loss: 0.4548790499418974
Step 88500, Avg Loss: 0.42352605850528924
Step 89000, Avg Loss: 0.39696786711923776
Step 89500, Avg Loss: 0.43758430889155714
Step 90000, Avg Loss: 0.379340880591888
-----Step 90000, F1 Score: 0.8119378988092247-----
Step 90500, Avg Loss: 0.41626126992329954
Step 91000, Avg Loss: 0.4317338495273143
Step 91500, Avg Loss: 0.44438285672385247
Step 92000, Avg Loss: 0.4359650167301297
Step 92500, Avg Loss: 0.4349237776044756
Step 93000, Avg Loss: 0.41820164491515605
Step 93500, Avg Loss: 0.41620761740487067
Step 94000, Avg Loss: 0.41171995910443365
Step 94500, Avg Loss: 0.4833741139774211
Step 95000, Avg Loss: 0.4333942141830921
-----Step 95000, F1 Score: 0.8127606129113288-----
Step 95500, Avg Loss: 0.4239754476556554
Step 96000, Avg Loss: 0.41746369425579904
Step 96500, Avg Loss: 0.4380377759821713
Step 97000, Avg Loss: 0.4226917924676091
Step 97500, Avg Loss: 0.4366941456738859
Step 98000, Avg Loss: 0.44237346391752363
Step 98500, Avg Loss: 0.4086497569382191
Step 99000, Avg Loss: 0.4054422318250872
Step 99500, Avg Loss: 0.4312684639915824
Step 100000, Avg Loss: 0.44786141291912646
-----Step 100000, F1 Score: 0.8132135789313442-----
Step 100500, Avg Loss: 0.42906088097766043
Step 101000, Avg Loss: 0.42005641585495324
Step 101500, Avg Loss: 0.41422149739786984
Step 102000, Avg Loss: 0.4316778989071026
Step 102500, Avg Loss: 0.4157163046395872
Step 103000, Avg Loss: 0.40630707629735113
Step 103500, Avg Loss: 0.4069520980836824
Step 104000, Avg Loss: 0.44365539468824866
Step 104500, Avg Loss: 0.4362979120386299
Step 105000, Avg Loss: 0.4278859813809395
-----Step 105000, F1 Score: 0.8163512490537471-----
Step 105500, Avg Loss: 0.40764597253501417
Step 106000, Avg Loss: 0.44643895703461023
Step 106500, Avg Loss: 0.44074071929603814
Step 107000, Avg Loss: 0.45685356540232896
Step 107500, Avg Loss: 0.405311099389568
Step 108000, Avg Loss: 0.4350425479346886
Step 108500, Avg Loss: 0.418398664846085
Step 109000, Avg Loss: 0.3846480203038082
Step 109500, Avg Loss: 0.42201136746071277
Step 110000, Avg Loss: 0.45322747915051875
-----Step 110000, F1 Score: 0.8161352755424264-----
Step 110500, Avg Loss: 0.41033200624748134
Step 111000, Avg Loss: 0.4221493454342708
Step 111500, Avg Loss: 0.3867389245950617
Step 112000, Avg Loss: 0.38146201012586245
Step 112500, Avg Loss: 0.4362836586199701
Step 113000, Avg Loss: 0.42283878587512297
Step 113500, Avg Loss: 0.4133818947868422
Step 114000, Avg Loss: 0.43485425728186966
Step 114500, Avg Loss: 0.4271575022828183
Step 115000, Avg Loss: 0.44813893863745036
-----Step 115000, F1 Score: 0.8197301258401981-----
Step 115500, Avg Loss: 0.4228644770546816
Step 116000, Avg Loss: 0.4200025827595964
Step 116500, Avg Loss: 0.41994448107189963
Step 117000, Avg Loss: 0.4168711927710101
Step 117500, Avg Loss: 0.3928546356824227
Step 118000, Avg Loss: 0.3892589455228299
Step 118500, Avg Loss: 0.40379459984228017
Step 119000, Avg Loss: 0.4120056552393362
Step 119500, Avg Loss: 0.403843814576976
Step 120000, Avg Loss: 0.39759359684376977
-----Step 120000, F1 Score: 0.8214535639308208-----
Step 120500, Avg Loss: 0.4177199480514973
Step 121000, Avg Loss: 0.4234444935871288
Step 121500, Avg Loss: 0.42620696385763585
Step 122000, Avg Loss: 0.40261842755973337
Step 122500, Avg Loss: 0.390177845351398
Step 123000, Avg Loss: 0.4024472971842624
Step 123500, Avg Loss: 0.387449895137921
Step 124000, Avg Loss: 0.43603946934081617
Step 124500, Avg Loss: 0.42395251512434334
Step 125000, Avg Loss: 0.4329430643729866
-----Step 125000, F1 Score: 0.8219040442099975-----
Step 125500, Avg Loss: 0.41986833143793045
Step 126000, Avg Loss: 0.4502458490915596
Step 126500, Avg Loss: 0.3976715081566945
Step 127000, Avg Loss: 0.3989772271029651
Step 127500, Avg Loss: 0.40096902277763
Step 128000, Avg Loss: 0.4681936244405806
Step 128500, Avg Loss: 0.39237579520605503
Step 129000, Avg Loss: 0.43976330816559495
Step 129500, Avg Loss: 0.401138056488242
Step 130000, Avg Loss: 0.43142686015274373
-----Step 130000, F1 Score: 0.8220309117454564-----
Step 130500, Avg Loss: 0.389237215843983
Step 131000, Avg Loss: 0.440810844917316
Step 131500, Avg Loss: 0.41926689060009087
Step 132000, Avg Loss: 0.38990145606035365
Step 132500, Avg Loss: 0.3966275146082044
Step 133000, Avg Loss: 0.41811022522579877
Step 133500, Avg Loss: 0.4050491744321771
Step 134000, Avg Loss: 0.4179946243008599
Step 134500, Avg Loss: 0.4309850330715999
Step 135000, Avg Loss: 0.4188514222297817
-----Step 135000, F1 Score: 0.8217876812692638-----
Step 135500, Avg Loss: 0.4272778629530221
Step 136000, Avg Loss: 0.393045666357968
Step 136500, Avg Loss: 0.42437620049971153
Step 137000, Avg Loss: 0.38473100038059055
Step 137500, Avg Loss: 0.41666623792238533
Step 138000, Avg Loss: 0.3826424033157527
Step 138500, Avg Loss: 0.4050929895732552
Step 139000, Avg Loss: 0.4238501448156312
Step 139500, Avg Loss: 0.38733633398637174
Step 140000, Avg Loss: 0.3848544608911616
-----Step 140000, F1 Score: 0.8229539609701981-----
Step 140500, Avg Loss: 0.37468177640857175
Step 141000, Avg Loss: 0.38147673902381213
Step 141500, Avg Loss: 0.3986500337990001
Step 142000, Avg Loss: 0.409427095556166
Step 142500, Avg Loss: 0.3839328870740719
Step 143000, Avg Loss: 0.3871076868283562
Step 143500, Avg Loss: 0.42545776193146595
Step 144000, Avg Loss: 0.3546220422270708
Step 144500, Avg Loss: 0.3540010539412033
Step 145000, Avg Loss: 0.42602417402761056
-----Step 145000, F1 Score: 0.8238023197175997-----
Step 145500, Avg Loss: 0.39965984189277515
Step 146000, Avg Loss: 0.38932939124852417
Step 146500, Avg Loss: 0.4010158138542902
Step 147000, Avg Loss: 0.40904100772109814
Step 147500, Avg Loss: 0.4067043077307753
Step 148000, Avg Loss: 0.4002784724319354
Step 148500, Avg Loss: 0.420238620066084
Step 149000, Avg Loss: 0.3986245783825871
Step 149500, Avg Loss: 0.39132438840856776
Step 150000, Avg Loss: 0.44169717804901304
-----Step 150000, F1 Score: 0.8231948816898548-----
Step 150500, Avg Loss: 0.41651635481370614
Step 151000, Avg Loss: 0.3981233030622825
Step 151500, Avg Loss: 0.4233698485749774
Step 152000, Avg Loss: 0.37744196589221246
Step 152500, Avg Loss: 0.41861987697100267
Step 153000, Avg Loss: 0.42809472238249147
Step 153500, Avg Loss: 0.37722944157477467
Step 154000, Avg Loss: 0.3748222712841816
Step 154500, Avg Loss: 0.4232087157815695
Step 155000, Avg Loss: 0.4168788815474836
-----Step 155000, F1 Score: 0.8272622795183131-----
Step 155500, Avg Loss: 0.3790421344875358
Step 156000, Avg Loss: 0.3725710385281127
Step 156500, Avg Loss: 0.4144030125280842
Step 157000, Avg Loss: 0.4194172424741555
Step 157500, Avg Loss: 0.4321843971190974
Step 158000, Avg Loss: 0.398558132037404
Step 158500, Avg Loss: 0.3635793356755748
Step 159000, Avg Loss: 0.42184617344476283
Step 159500, Avg Loss: 0.39654833989962934
Step 160000, Avg Loss: 0.4117064544437453
-----Step 160000, F1 Score: 0.8268579800939726-----
<xml><var name="_dummy_ipython_val"  />
<var name="_dummy_special_var"  />
<var name="RegexpTokenizer" type="ABCMeta" qualifier="abc" value="%3Cclass %27nltk.tokenize.regexp.RegexpTokenizer%27&gt;" isContainer="True" />
<var name="avg_loss" type="float" qualifier="builtins" value="0.4117064544437453" />
<var name="batch_size" type="int" qualifier="builtins" value="1" />
<var name="best_f1" type="float64" qualifier="numpy" value="0.8277095860458182" shape="()" />
<var name="dev_data_path" type="str" qualifier="builtins" value="sentiment.dev.csv" />
<var name="dev_dataset" type="TextDataset" qualifier="__main__" value="%3C__main__.TextDataset object at 0x00000202185E7770&gt;" isContainer="True" shape="20000" />
<var name="dev_f1" type="float64" qualifier="numpy" value="0.8268579800939726" shape="()" />
<var name="dev_list" type="list" qualifier="builtins" value="%5B%28%5B  96   96  193    4 7609   62   71   27  234   64  329   11   96    1%2C  629  314 7041 1811 1900 1018  177   96  104    4  105  106 4116   11%2C  264   11    1 1693  992   13 6499%5D%2C array%280%29%29%2C %28%5B   96   288     7  1160    71     3  1056   223   281    83 16366  2101%2C   268   607   140     7  1283    24 10093  1475    96 19270    98   951%2C 11996  2253   727   398     7    70    96     7 16366   781  2101   268%2C     7  3551    58    77  6499%5D%2C array%280%29%29%2C %28%5B  96    1   18 1818   27    0   21   96   15   88 5047   61    0   36%2C   61   96   13  104  190 4549   98   40   83 1712   61   96 1601   96%2C   96  551  200   81 1903    7   21  307   96 1043   96  772  200  172%2C   11  671 2278   96   96 1594   47   33 3211   15 3408  268    7  117%2C   24   33 5050%5D%2C array%281%29%29%2C %28%5B  96  193    4   18 1288   13  742 3822  862   96 3545 4912   77  128%2C 1236  884   96  128 3472  200  719 1755%5D%2C array%280%29%29%2C %28%5B  96  124  310  288    0   21   96    1  310   64   33 4288    6   96%2C  408  409 1695  151   62   11 ..." isContainer="True" shape="20000" />
<var name="dev_loader" type="DataLoader" qualifier="torch.utils.data.dataloader" value="%3Ctorch.utils.data.dataloader.DataLoader object at 0x0000020228297F20&gt;" isContainer="True" shape="20000" />
<var name="device" type="device" qualifier="torch" value="device%28type=%27cpu%27%29" isContainer="True" />
<var name="embedding_size" type="int" qualifier="builtins" value="50" />
<var name="embeddings_file_path" type="str" qualifier="builtins" value="./models/1st_model_embeddings_state_dict.pt" />
<var name="epoch" type="int" qualifier="builtins" value="0" />
<var name="epochs" type="int" qualifier="builtins" value="1" />
<var name="f" type="BufferedReader" qualifier="_io" value="%3C_io.BufferedReader name=%27./models/1st_model_index_to_word.pkl%27&gt;" isContainer="True" />
<var name="f1_scores" type="list" qualifier="builtins" value="%5B0.22774621212121213%2C 0.27709911860213393%2C 0.4110094249419478%2C 0.5166146502662016%2C 0.5540767386091127%2C 0.5668429691774576%2C 0.6082965372995585%2C 0.5728056823947235%2C 0.631683515456086%2C 0.6440501043841336%2C 0.6825736383083758%2C 0.7082986688851913%2C 0.7157610669988064%2C 0.7387361312108056%2C 0.7326432719010351%2C 0.7361441514399959%2C 0.7389378277916391%2C 0.7371366392041039%2C 0.7407522215333746%2C 0.7415298274786947%2C 0.7536551171640297%2C 0.7466279311060386%2C 0.759948904392257%2C 0.7633824670287044%2C 0.7624819911570371%2C 0.7604910938915166%2C 0.7647175421209118%2C 0.766120218579235%2C 0.768042768042768%2C 0.7641283890330128%2C 0.7556020942408377%2C 0.7604188264565623%2C 0.7529149883400467%2C 0.7520418512784925%2C 0.7506291834002677%2C 0.7562473528166032%2C 0.7590856420520383%2C 0.759307040176926%2C 0.7601619603512647%2C 0.761404798152134%2C 0.7684799917809626%2C 0.771054908147168%2C 0.7675303310713552%2C 0.7677973953775673%2C 0.7659132242140816%2C 0.7683726695243506%2C 0.767816330770829%2C 0.768631928586257%2C 0.7708107550188368%2C 0.7710942734910572%2C 0.7710..." isContainer="True" shape="320" />
<var name="index_to_word" type="dict" qualifier="builtins" value="%7B0%3A %27this%27%2C 1%3A %27was%27%2C 2%3A %27bought%27%2C 3%3A %27as%27%2C 4%3A %27a%27%2C 5%3A %27gift%27%2C 6%3A %27but%27%2C 7%3A %27the%27%2C 8%3A %27person%27%2C 9%3A %27who%27%2C 10%3A %27got%27%2C 11%3A %27it%27%2C 12%3A %27loved%27%2C 13%3A %27and%27%2C 14%3A %27they%27%2C 15%3A %27will%27%2C 16%3A %27use%27%2C 17%3A %27soon%27%2C 18%3A %27very%27%2C 19%3A %27well%27%2C 20%3A %27written%27%2C 21%3A %27book%27%2C 22%3A %27on%27%2C 23%3A %27period%27%2C 24%3A %27of%27%2C 25%3A %27world%27%2C 26%3A %27history%27%2C 27%3A %27with%27%2C 28%3A %27which%27%2C 29%3A %27i%27%2C 30%3A %27am%27%2C 31%3A %27familiar%27%2C 32%3A %27despite%27%2C 33%3A %27my%27%2C 34%3A %27familiarity%27%2C 35%3A %27subject%27%2C 36%3A %27area%27%2C 37%3A %27learned%27%2C 38%3A %27lot%27%2C 39%3A %27new%27%2C 40%3A %27information%27%2C 41%3A %27also%27%2C 42%3A %27one%27%2C 43%3A %27best%27%2C 44%3A %27concise%27%2C 45%3A %27descriptions%27%2C 46%3A %27wwii%27%2C 47%3A %27that%27%2C 48%3A %27have%27%2C 49%3A %27ever%27%2C 50%3A %27read%27%2C 51%3A %27thought%27%2C 52%3A %27provoking%27%2C 53%3A %27hot%27%2C 54%3A %27cross%27%2C 55%3A %27buns%27%2C 56%3A %27contains%27%2C 57%3A %27cast%27%2C 58%3A %27characters%27%2C 59%3A %27you%27%2C 60%3A %27fall%27%2C 61%3A %27in%27%2C 62%3A %27love%27%2C 63%3A %27want%27%2C 64%3A %27to%27%2C 65%3A %27hang%27%2C 66%3A %27out%27%2C 67%3A %27has%27%2C 68%3A %27few%27%2C 69%3A %27different%27%2C 70%3A %27plot%27%2C 71%3A %27story%27%2C 72%3A %27lines%27%2C 73%3A %27intersect%27%2C 74%3A %27unexpected%27%2C 75%3A %27ways%27%2C 76%3A %27stories%27%2C 77%3A %27are%27%2C 78%3A %27full%27%2C 79%3A %27h..." isContainer="True" shape="40547" />
<var name="index_to_word_file" type="str" qualifier="builtins" value="./models/1st_model_index_to_word.pkl" />
<var name="labels" type="Tensor" qualifier="torch" value="tensor%28%5B0.%5D%29" isContainer="True" shape="(1,)" />
<var name="learning_rate" type="float" qualifier="builtins" value="5e-05" />
<var name="loss" type="Tensor" qualifier="torch" value="tensor%280.3405%2C grad_fn=%3CBinaryCrossEntropyBackward0&gt;%29" isContainer="True" shape="()" />
<var name="loss_function" type="BCELoss" qualifier="torch.nn.modules.loss" value="BCELoss%28%29" isContainer="True" />
<var name="losses" type="list" qualifier="builtins" value="%5B0.6932771068811416%2C 0.691266129732132%2C 0.6915564593076706%2C 0.683080352127552%2C 0.6753630067706108%2C 0.672709852039814%2C 0.6653092572689057%2C 0.6633530615568161%2C 0.6587655363678933%2C 0.6544876942038536%2C 0.6525954267978669%2C 0.6453662402033806%2C 0.6394767596125602%2C 0.6322845757603646%2C 0.6393984673023224%2C 0.6376440699100494%2C 0.621928558409214%2C 0.62123665112257%2C 0.6287574737668037%2C 0.6236863001585007%2C 0.628440239906311%2C 0.6235810812711716%2C 0.6039895605742931%2C 0.6096218292713165%2C 0.617270300745964%2C 0.5964895287454128%2C 0.597344862550497%2C 0.606934412330389%2C 0.5986415745019913%2C 0.6007253950238228%2C 0.5932575249373913%2C 0.5968732132911682%2C 0.5762727011740207%2C 0.5879935443401336%2C 0.57022962012887%2C 0.5679839486181736%2C 0.5905308841466904%2C 0.588796163469553%2C 0.56873196169734%2C 0.5690919973552228%2C 0.5714060747921467%2C 0.5637094561457634%2C 0.5583119637072086%2C 0.5528937772810459%2C 0.5538806252479553%2C 0.5571454198956489%2C 0.558476219907403%2C 0.5459900885820389%2C 0.5528735629022121%2C 0.5626703922450542%2C 0.5233970173001..." isContainer="True" shape="320" />
<var name="max_steps" type="int" qualifier="builtins" value="1000000000" />
<var name="model" type="DocumentAttentionClassifier" qualifier="__main__" value="DocumentAttentionClassifier%28%0A  %28embeddings%29%3A Embedding%2840547%2C 50%29%0A  %28linear%29%3A Linear%28in_features=200%2C out_features=1%2C bias=True%29%0A%29" isContainer="True" />
<var name="num_heads" type="int" qualifier="builtins" value="4" />
<var name="optimizer" type="AdamW" qualifier="torch.optim.adamw" value="AdamW %28%0AParameter Group 0%0A    amsgrad%3A False%0A    betas%3A %280.9%2C 0.999%29%0A    capturable%3A False%0A    differentiable%3A False%0A    eps%3A 1e-08%0A    foreach%3A None%0A    fused%3A None%0A    lr%3A 5e-05%0A    maximize%3A False%0A    weight_decay%3A 0.01%0A%29" isContainer="True" />
<var name="patience" type="int" qualifier="builtins" value="100000" />
<var name="probability" type="Tensor" qualifier="torch" value="tensor%28%5B0.2886%5D%2C grad_fn=%3CSqueezeBackward1&gt;%29" isContainer="True" shape="(1,)" />
<var name="running_loss" type="float" qualifier="builtins" value="0.0" />
<var name="sent_dev_df" type="DataFrame" qualifier="pandas.core.frame" value="%5B%27text%27%2C %27label%27%5D %5B0      Picturing Perfect is a sappy love story with l...      0%5D %5B1      Seems like the same story as any other series ...      0%5D %5B2      I was very pleased with this book. I will be t...      1%5D %5B3      It is a very light and rather silly novel. The...      0%5D %5B4      I did not like this book. It was not to my tas...      0%5D %5B...                                                  ...    ...%5D %5B19995  Great content%2C the story is fantastic%2C but sho...      1%5D %5B19996  Typical book club book... Incest%2C child abuse%2C...      0%5D %5B19997  Fascinating book. Shorter than most Russell Ba...      1%5D %5B19998  This book is not well-organized%2C which is impo...      0%5D %5B19999  CAN WE CALL THIS A CLASSIC OF THE GENRE%3F I THI...      1%5D %5B%5D" isContainer="True" shape="(20000, 2)" />
<var name="sent_test_df" type="DataFrame" qualifier="pandas.core.frame" value="%5B%27inst_id%27%2C %27text%27%5D %5B0            0  Really sad review as I absolutely loved the fi...%5D %5B1            1  Excellent content%2C perfect for Christians who ...%5D %5B2            2  This is an okay book if you need advice on bud...%5D %5B3            3  This is one book you can%27t put down%21 This book...%5D %5B4            4  There were to many names that I had no idenity...%5D %5B...        ...                                                ...%5D %5B19995    19995  I found this book to be a very entertaining an...%5D %5B19996    19996  Wow%2C what a Middle School%21 Read this book your...%5D %5B19997    19997  Not what I expected. Not enough about circular...%5D %5B19998    19998  I like Joanne Fluke%27s mystery series starring ...%5D %5B19999    19999  Grow some chickens%2C improve your land%2C make al...%5D %5B%5D" isContainer="True" shape="(20000, 2)" />
<var name="sent_train_df" type="DataFrame" qualifier="pandas.core.frame" value="%5B%27text%27%2C %27label%27%5D %5B0       It was what I needed. There was no markings or...      1%5D %5B1       A cute little book. My wife gets the family wa...      1%5D %5B2       I bought these for 40.00 and for the price I j...      0%5D %5B3       It was interesting and enjoyable reading. Shor...      1%5D %5B4       A perfect ending to an amazing story. This was...      1%5D %5B...                                                   ...    ...%5D %5B159995  After reading every book Stephen King has to o...      1%5D %5B159996  Baby boomers who are experiencing %22aging eyeba...      0%5D %5B159997  Must read%2C must have%2C must read again. This bo...      1%5D %5B159998  Dr. Chopra%27s books are always enlightening and...      1%5D %5B159999  Boooring%21%21 Just enough to keep you intrigued f...      0%5D %5B%5D" isContainer="True" shape="(160000, 2)" />
<var name="step" type="int" qualifier="builtins" value="159999" />
<var name="steps_since_improvement" type="int" qualifier="builtins" value="5500" />
